"","MAINZ_BC6092_1","MAINZ_BC6097_1","MAINZ_BC6100_1","MAINZ_BC6218_1","MAINZ_BC6177_1","MAINZ_BC6044_1","MAINZ_BC6147_1","MAINZ_BC6054_1","MAINZ_BC6189_1","MAINZ_BC6033_1","MAINZ_BC6045_2","MAINZ_BC6048_2","MAINZ_BC6130_2","MAINZ_BC6126_2","MAINZ_BC6101_2","MAINZ_BC6020_2","MAINZ_BC6170_2","MAINZ_BC6145_2","MAINZ_BC6192_2","MAINZ_BC6164_2","MAINZ_BC6017_3","MAINZ_BC6081_3","MAINZ_BC6132_3","MAINZ_BC6105_3","MAINZ_BC6183_3","MAINZ_BC6095_3","MAINZ_BC6060_3","MAINZ_BC6003_3","MAINZ_BC6008_3","MAINZ_BC6174_3"
"NTAN1",9.07032561023463,8.81062895308077,8.98924848480065,9.5301521680429,8.74059552607351,9.38134992008354,9.27047420168815,9.70119729270809,9.03455294784601,9.28680375335702,9.55418580825801,9.3115785800997,9.41229564196546,9.97845571387411,9.39142174175326,9.54051801548601,9.28805384672662,9.8082527124654,8.92827229976242,8.85555556840338,10.0840185745388,9.98528926892693,9.07597511530624,8.99563852210293,9.19718692188392,9.06971455606662,9.29292247004749,9.3503679600954,9.71435068353429,9.52920567289143
"DNAAF1",3.39793841304971,3.29184728203146,5.23132916371012,3.37868494310148,2.08169527780851,4.94411625127618,3.07932912035475,4.86479699047659,4.82320607483047,3.92435781663109,2.6583150133862,6.33746192925907,4.31837936921206,3.32815507276413,2.84110200414462,4.08044188412156,5.7729840297436,5.46204745598447,4.54456638955316,5.68776688343776,5.02479198862115,5.46642117787696,5.83353033696175,4.02599107725704,3.93978550386514,4.36415708784027,3.03363230141376,5.40796738769126,4.56929061686735,4.95833245929611
"ADH1A",6.15432369974219,6.3531388168773,5.70263813990739,6.30850214657674,6.17380751605872,5.96688944881692,6.33155413170112,6.80845279874289,5.51870944819098,5.55198127573435,7.15876625864642,6.58032781400327,5.94886058759953,2.66862376471387,5.91778667373259,6.28174173514563,6.12779024142032,4.41423773772847,7.22014025553576,5.33368810634128,6.6066471194072,4.77186816489256,5.70876555678062,6.07325397873209,7.9827971799414,5.25142666760439,4.49871847358081,6.15811858811374,5.45886806366389,6.40663030560471
"CMKLR1",5.82676968610173,4.34202344884914,6.92137310902801,4.68864401589488,6.48423035019009,6.95412009168141,5.99829015520546,6.69747439907723,6.88431006371594,5.32193989798907,5.79003107596811,6.9522052091622,7.0194625343293,7.36103812188415,6.95560516490604,5.55435230955634,6.73219691394122,5.34601063385304,7.26977424910633,4.31938310698977,3.24718260685201,5.08575615124133,6.84357275521112,6.3399011874796,7.32776558272609,5.39441269844494,8.09701151995174,6.31965599840655,7.21378294553177,7.80937177487796
"SPATA2L",8.56739913306242,9.60118723877622,8.7300937366783,9.20411398587402,8.4953017375654,8.71187154513414,8.95929906792564,8.68247243484092,8.3362636343619,9.40916703272316,9.1488899261664,9.39220367289762,7.96601349890071,9.24717766664402,8.61807688264303,8.58754594574347,8.74688808026028,8.80026875749762,8.93864506447058,8.55454787608616,9.03421127769512,8.4572693802882,9.00578418074932,8.47270085194653,8.3409977546691,9.40081492732973,8.94721066317124,9.57531868709028,9.10362267418884,8.22432593422204
"LTB4R",6.9396226834448,7.32504904930698,7.37903442988332,4.61086186045442,6.74347777029332,5.8781472024613,7.46720422951768,7.51683394831824,6.9674312612252,6.87538305435361,7.55827683227938,8.13972080313998,7.04005111620585,6.88482779592319,5.83813448129383,6.00278438741389,6.2910356872279,6.29260331880413,7.46763792958446,6.86520166158181,6.66220193059598,7.76826207589087,6.11145637863354,7.71294464614843,5.72795064448873,6.84482588782988,6.89994208771045,6.43849560198973,7.06097763420625,6.04590871013632
"IQCK",9.7594915514465,10.1475810659614,9.74679757777895,9.47007601761379,9.9786486868775,10.5255085242274,9.58580691412563,9.46487915501611,10.5228695417777,9.68530909568936,9.98542826074212,10.1118259184595,10.3716318853385,9.07038483794353,9.2015710380211,9.04204104635196,10.0763540907275,10.8308704453047,9.9649021726551,9.96927768436567,10.3333965095875,9.65897633612421,10.6675293527373,9.32496181667314,8.63240226134709,9.93307745946855,9.40536572279287,9.37973643588233,8.48445815460313,8.75493208683038
"PAQR4",9.01118884414521,9.08619563943963,7.97298928796298,6.67424021748393,9.73650920473398,9.25675446121391,9.27803190882178,8.9981645160435,9.59551041471366,8.27843868646634,9.8006280759895,8.74108655055999,9.56564226551965,9.21310686367075,8.07416975497696,8.83170263682013,9.41858954401395,9.80976624409118,9.8812734061975,9.12779885940858,9.83324874000492,9.44418298306214,8.06623826894269,9.13288781742186,7.79960703832668,10.2058388671279,10.2872473048516,8.9938329799221,7.93049163395092,9.46912335304115
"ABCC2",4.03299007676604,3.22939147014651,2.98387818709977,4.21215739671443,2.00992436132355,3.27668082117794,2.72659531643158,2.29508733771579,3.71377626701574,2.0936654665685,3.91653937177216,2.82194165153176,3.43926726118726,5.88279707225959,7.02138124301326,2.52742500224995,2.98203113315772,2.40565333289977,5.32456276620447,2.80040824174267,5.62251101870092,2.81005158605293,6.09110805461196,2.62429057692165,3.5276487049471,2.89648103354904,3.42684056003686,3.28807916809292,4.87187787822626,3.24230581458348
"SLC38A10",9.92065952825327,11.1867895455961,10.8877250968078,10.0869084200613,9.75536307046696,9.76332633224089,10.27464435439,10.3198085117975,10.0463411479899,9.62642333180167,10.3960745587026,10.341552669525,9.60337991579961,9.73422330335852,9.79114210845912,9.96424473569115,10.2043725175183,9.3636537660837,10.1161765653877,9.97021695545571,9.91468161997156,9.96424075271346,9.59462809134759,9.30684753640519,9.76262549482751,9.51284409991229,9.57618524301784,10.1085118172176,9.48427324271184,10.4317327130113
"CANT1",10.0805889936188,9.91952070082357,10.6192300863408,10.6200754152612,11.0958077383911,10.624920499981,10.2995496457099,10.9864466602011,10.2149458880054,10.5830311797364,10.8462281143491,10.7800611604858,10.2667120946721,10.271558638627,9.98929728634837,10.5788641131168,11.3428797776263,10.719239103471,10.8473597494486,10.7806523954003,10.1892803257016,11.022800845417,11.5219010794681,9.86767616810853,8.68816191990106,11.2042140788432,8.54772054695167,11.2331176363794,10.2530075786175,8.49463165541777
"LSM12",7.81761188928762,7.04523861237624,7.09684996691609,7.89689086793324,7.69954439360551,7.54342543962377,7.56643378691039,7.58286459176085,7.30984519825599,7.23985241205128,7.78276388933192,7.80497276439372,8.05260006959926,7.43268921525133,7.35329486394963,8.31263971977768,8.23721964476642,7.99677630207041,8.29763751188213,7.77450356557294,7.77376443899394,7.37177922803957,7.83613710578866,8.15520514291677,7.30839545477145,7.52127244156689,7.80596083461342,8.02197664895861,7.97158469535295,7.97340236316007
"ADH1B",9.20362271891012,7.13089567371056,6.707733897651,9.1330193998465,9.87630314605057,11.0662565207162,8.92746067412037,11.712465659401,10.633119876863,8.87602015929501,11.508185790082,6.92549170893059,11.2728752855564,8.67700026504976,10.2234439164786,10.5865691964148,9.93082893773184,6.63329490761791,8.22025690214621,10.1926356171256,12.4304338643575,8.48995514627669,6.92177545747516,9.25397053928854,13.6584190926004,9.29064912458567,7.25803091778537,9.28654591311606,8.21804994814987,8.39509802838113
"TBC1D16",10.401646791607,10.5626205925225,10.3488089735795,9.680587541958,10.5582349533929,10.1212186508262,10.2561162646655,10.6461697643918,10.6178650506301,9.98976710789302,10.796778805165,10.2762842707513,9.90336157617876,9.39164686635417,9.85240701931958,10.8858794879393,9.98983407042715,10.1749508900237,10.0699924906926,10.3292529375812,9.88832823138265,9.98114935434116,10.7110415283186,9.59646968952323,10.0853536919521,10.7519426904752,8.23390684093109,10.3410546547395,9.61171210679007,10.5276795455949
"CNGB1",3.19796167219515,3.65528366377311,3.3381196318985,2.89994607232873,5.11355987447534,3.70790524257572,3.09888107690181,1.59664022519408,1.52329496595067,5.86969085007127,5.13676023190381,5.24986818559909,2.69930812802114,5.31222805381367,5.11329956606504,1.67874531081915,3.85628342630023,1.06601060334536,4.93817204350306,4.10383318101398,3.78288351811523,4.39315474430013,3.70971980857515,3.07534100306712,6.87953727132296,5.51090673771655,2.75788662073152,3.40046649567722,3.80517089411953,6.30600611929185
"CNGA1",7.10330350757132,7.01270958089082,5.92418881462606,5.17462498935182,6.72467679724861,5.67563048853069,6.77541905196718,6.03470399054744,6.97690609436839,5.40644667385987,4.07592406862231,5.4315498363412,7.00601244379554,6.59500680509852,7.73172539722619,6.02160022981134,7.49399518251023,6.53655294933202,8.75283890486579,6.94524683581626,6.0369269779408,8.79775451926699,6.83585760973593,6.65889454805147,8.26377063413501,6.14255909934257,8.50689586095344,6.05939197968417,6.28144708635626,7.23940044608267
"ADH1C",6.1676735265178,3.00240518996532,5.24043180202858,2.85785767588015,5.52043282640286,5.50534107985235,5.27110780032475,6.87706494136097,6.79044302456381,2.23584998689812,6.374204276337,5.55217312753469,7.39219267769236,5.001086212609,6.93621846132738,4.04089970467139,6.03520434228701,5.56369075901244,7.1802071675733,6.55849894928843,7.1649013214776,6.48271884855273,6.5789933452575,6.4661468232303,8.65643993663033,3.02353147110737,4.03199185106292,6.44459792369327,4.65021142703129,2.24981502161424
"ZNF813",7.73170766063255,7.18355020515135,7.6735870677254,7.11909480140722,7.20327681999762,7.68287587806864,7.46714917047732,7.63953430337638,7.63337202266494,8.52812877092307,7.25155635358234,7.84561622262379,7.45752467598574,6.68650864241343,7.18545322929564,7.60003337679947,7.24876969314074,7.40719772550907,7.19575094756265,7.95584206629751,7.94356072588696,7.63646748100131,7.26779037173177,6.64917841346275,6.38133760673329,8.23574353879362,6.59445283105278,7.23985904268128,6.73990473117991,6.53110840588623
"ZNF440",5.10076223943766,5.58304355772327,5.82655742797774,4.92817907254297,5.71598324242473,4.86467813990014,4.52999958147979,6.05488941508671,6.15726708739729,6.04472643236757,4.55089070879459,5.60167270721319,1.77154215549392,2.8106640753313,5.42639765411269,5.50849581935377,6.37874113221009,5.77785233177751,7.75632449371683,5.12471145633365,5.91723399076825,5.47218834612874,5.83333061483816,3.52206533168129,6.12375793758913,6.29568742640162,5.45087951178918,6.22807174515084,1.95082604288617,5.68742701371027
"CNGA3",3.29467930610761,2.61936185509677,2.72780900312736,2.12587681587069,2.57413296776402,1.5599573265956,2.96839461615299,1.92785219192721,3.10782863242455,3.97294608286432,1.77103918068191,5.64928742186041,2.58220109947856,2.27744594048848,1.77513637674825,2.23748606727659,3.20205543198148,1.41050243927048,5.40747318186232,1.52583289651719,2.4033427081275,1.83936566907131,3.93811823488886,2.19141208579287,3.08010187949166,2.40083676912736,2.37547109021807,1.24357185535627,1.64362979556921,2.71357484103148
"ZNF787",6.11842501203529,6.77425834053818,7.04683993026019,7.14169534418899,7.09571713879416,5.79865631007524,6.01058069961697,7.04182693444353,5.96369264016937,7.79618961229004,7.36452918297879,7.40932408111637,6.87390115229351,7.64226823034513,6.75565200840699,7.33412595938883,6.97763712026157,6.85966254394561,4.43536728937342,6.81966252666703,6.9408174106488,6.93601566690569,6.82389252934909,6.00871882952062,4.70921540527175,6.89202519500327,6.20467530001074,7.47228202938223,6.92846794299028,6.41910555592047
"ZNF573",8.43214559795986,8.38607590722024,8.58694550060363,8.52203605400184,8.13817450787562,8.39319306200228,8.12877371327806,8.43445174245239,8.48067121536263,8.67053230597648,8.62564206423576,8.69523780630215,8.20145529803285,7.45160394720307,7.71240002199596,8.75616395572786,7.86875928211035,8.20444845026023,8.89652363372582,8.46573918673143,8.56243096564651,7.49055842980329,7.85006446846272,6.75611979754968,8.46034025997058,7.75531319241781,6.15772332833083,8.52217917777126,7.68851726947122,6.92354652755129
"IRGQ",9.48144741845119,9.46662003562484,9.45836172023757,8.32548667301527,9.48155936573237,8.77597951500393,9.29185416567073,9.228924737778,8.73326183326575,10.2908343769514,9.05241382116766,8.96975646610854,9.18250402911726,9.41931633112869,9.28361924988106,8.60559920022675,9.73018985001038,9.66670577023593,8.14283546527854,9.56349033831117,8.89602136174478,8.98082933383901,9.72081160861083,9.1370890112683,8.36447423967435,8.9405703633298,7.86010471061771,8.58380590709605,8.52713111644353,9.26274963553424
"ZNF428",3.54077920353996,3.40229787431885,4.45996807581543,6.77517573045028,3.28744675179016,2.11672264336019,4.33272891654034,5.90040946597664,2.82592534401063,8.20084552672972,4.05939922164068,5.89867848476556,3.67516375235603,3.39752986998775,3.4618063359674,3.28963697480831,3.41514249248469,3.62155262532493,4.57693179627807,3.23685017545996,2.57153465289641,3.37244730727386,3.33338942567598,3.19983557605006,3.57589512652619,3.03495042023557,3.28618503133631,6.74682920816619,6.5977468445061,4.12736260461857
"PLK3",7.50485074282455,6.76772028993875,7.09912530699056,7.43532530322478,7.05606577558864,6.74202923691626,7.35886307852259,7.24676190349096,6.44801112389932,6.97020638057029,7.63524041122464,6.5999066926564,7.37359366148068,7.76636034599226,7.02434663906608,7.79326671170449,5.19181111362899,7.50241048919476,6.65195622082257,6.9890767838084,6.96674919585076,7.78558332310208,5.50742947480845,7.0076950392207,6.80072821735176,7.60491254806526,6.91063056331299,7.19314291692184,7.62477664855381,7.63321077325847
"MFSD12",7.4209751167197,8.62995881941529,7.38966237080641,7.43491433809652,7.52519840078149,7.28645569851709,8.0004072337717,7.72286000824764,7.40227104503354,8.32946741047477,8.87203455114451,6.63234823863564,7.1528590510021,8.07127174633065,7.41262271376037,8.84732967030185,6.88568288065893,7.94189303036312,7.22439117604463,7.79641414243061,7.37608083178846,6.73177819303378,6.73976641355792,7.66978107862049,4.35989797980127,8.19135001654739,8.94035077573168,7.13846106464461,7.34335501976629,9.34068556192643
"MISP",9.45473861071096,7.60686967443369,9.79789162724504,8.05663414997997,9.49961547568953,9.12585349012744,9.96672317719699,7.35708586637489,9.48497565829242,9.05965706269994,10.8136790951158,8.39532987440436,9.04694042331909,10.2309667529231,8.70583498708459,8.50722517768229,9.7183745443161,9.93098311187057,9.43171074923449,9.41188088654575,10.7954382560702,8.61044519135198,10.2646479136562,8.08733238607534,7.70547115428746,10.4896071745225,8.06377962382762,9.31212749868196,9.06308602577042,8.43398703758945
"HSPB6",7.98319943850899,6.95800827056186,7.64286153810779,7.12205470784127,7.20823366594323,7.16294992750176,6.89482197088695,7.71797335618643,7.61277120165178,6.47243620384749,7.93097705454345,7.07246778571235,8.21049332180111,7.27287698748555,7.83692368836506,6.90934435312975,7.99762897949953,6.14151091310936,8.5436978518013,7.56886375360741,8.03178480081039,7.78287349871424,7.08637174830894,7.24113590514634,9.6430028836066,7.33954135548155,7.81583745515137,7.55687414587581,7.34391268099677,8.20082965963724
"CNN1",9.23698227185321,8.30045512150985,8.90817977130641,9.33487062463715,8.5497209327161,8.78600813815579,8.10495106370666,7.73798806503432,9.33906980395729,8.71914164290609,8.66517521840272,8.14508267540732,8.73544669724071,7.59206993055865,11.6300668898052,9.43398194984775,9.24324910560799,8.89294878306703,8.60093229644914,7.51474241679265,9.27597168278738,9.75156114136612,10.2718362512278,8.31114847246806,10.1125749258751,9.33414145960625,6.03626517271242,9.60956501632937,8.66396818570673,8.95829259532096
"CNN2",10.2552850557395,9.61849853504817,10.4808479097779,10.6016800835605,10.1914707193814,10.3099410697332,9.53648615772386,10.1197076702587,10.5557796118457,10.2912154983978,10.2948374983523,10.2957929884621,9.85957613128793,10.5920891209063,10.6056714030714,10.6121041101759,10.5295908515307,10.2178945987946,10.3697662973224,10.1607797853218,10.1456274594738,10.2547058425968,10.0798792210944,10.3373980522386,10.6155411436607,10.1149081020133,9.86207132827718,10.1730719627599,10.4996310626853,10.9113066421733
"CNN3",10.8911703013314,8.81553599746642,9.64200438398923,11.3449177730197,9.96189091646541,11.8401378111681,9.23779505107936,10.7261630927276,10.4802011847326,10.4282072651522,9.61413597104297,8.26818577592304,9.45594811686385,10.2917575232066,10.4391161208722,11.2711470335527,9.96499076717225,11.9008815702071,10.1929677263995,10.1752703723046,10.7776334618003,9.94588237623223,9.48882972499955,10.8550731136467,9.79321924781726,9.89066654345384,8.87296819497223,10.8434247386103,10.3633299634186,9.44941991724446
"CNP",9.64708866878448,9.62080407185057,9.9330780260806,9.67878315462634,9.68783546938642,9.95815670324601,9.13227107185439,9.70706304620948,9.08333778570119,10.1311563672296,10.0661614655911,9.81260723450814,9.30203594889741,9.60852824361377,10.0419284944414,9.33811150320355,10.0575056810441,9.86529101629903,9.42008513058651,9.66689945522869,9.03139778198745,9.60112938513561,9.11582408954275,10.7035628324421,9.2152546096587,9.38946515776702,10.9748634845171,10.1405052861209,9.98550373515323,10.086143906021
"CNR1",5.54528219023976,5.43991641795031,5.61452042871531,4.45503932208802,4.96398643493395,3.24811302401835,5.44861790516833,4.59937842497562,4.33663734747755,6.26235809078364,4.54021987570037,4.95352019528168,5.98026551828627,4.51565548160297,4.2215051179684,3.66914623796362,4.88302597793416,4.2591529415468,5.77039047676759,5.12781932557188,3.89447844042412,4.21671614932353,4.55356009065476,4.58221516945523,7.53624535918653,4.33427659065519,4.38213467656369,5.55530542069591,3.78498043859756,4.75314535729253
"CNR2",8.11619997010262,7.9823967888427,8.32796918791227,6.6302620170092,7.49125190074835,6.52695799389462,8.21169520343218,7.6292289565653,7.69087105757434,7.19703553607209,7.13928717833615,7.55071278009263,7.57163180284861,7.60256193067754,7.55337577985033,7.18606992548288,7.37255857708768,7.39789190659757,8.32519802173723,7.70736987408773,7.07988021209717,8.02636522715345,7.94783673057351,7.73101985644242,8.80939034099042,7.80525055355808,8.20279065226959,7.40494303680844,7.70288405264869,8.78042814605777
"CNTF",7.52801816723505,5.79430588870373,6.51579570568402,6.15764906049409,6.33498156739029,5.29301877620947,6.56012588765273,6.10088657341212,6.74514312178463,5.68748859080341,5.13340777610361,6.05749067762313,6.06441199596337,6.26044212575923,6.2418362575094,6.03117111249963,7.20527314177901,5.28565973109136,6.80066174685553,6.42415134718024,5.75708686717447,6.06531775296074,7.30614928898353,6.92275265639507,6.6554362183126,6.77963199575088,7.14063366430321,4.22695720853493,4.94165874415302,6.47433542441038
"CNTFR",7.40322390586767,7.79268146225386,7.46024786652547,7.14515944348059,7.3236981727431,7.3320149380027,7.12102617056298,7.2423464972742,7.56175418981657,7.28457390111165,7.51296590279318,7.15811195356751,7.23848618956868,7.73164354515437,7.47165191176713,7.22184987118556,7.70946893879696,7.35177919154053,6.17772873986755,7.12854150060332,6.99705444141736,7.45598575018608,7.24610948548885,7.26521143416927,8.29367730582496,7.68681508646855,7.75034391513306,7.68051269552972,5.14277474940185,7.67954973510689
"CNTN1",8.18689809138417,7.38374477295202,9.51778855979942,9.66662427422466,8.26989863297738,8.2677000385401,7.01071937900933,8.59382617531558,8.41034487999273,9.01344038409732,7.45441335806688,7.82773963514103,7.43642821388638,8.80063813552749,8.15788854928141,8.78985493280804,7.53043788551717,6.90744874139242,6.12068484364426,6.07168397764279,8.28342218017147,7.23112208088414,6.40868706660352,7.0992648989716,8.474071926021,7.47854858330885,6.99784850975328,7.04082003473167,7.09070299653961,6.50807578108788
"GJB4",5.18301327286634,4.13152870672532,4.40958114758852,3.61793153185741,4.18499485217499,3.48642886250561,4.53478856052363,4.50577995084237,4.94284843009523,3.61377403646328,4.91615493609482,5.25094071986633,4.8250374407306,5.00543387059322,4.1553441762277,4.16899176779967,5.07688154653239,4.38442631598943,6.35081869404091,4.04036900986144,4.06535648062412,5.0553272881884,5.01723536172064,4.68091395335341,8.61949026507957,4.32269850477853,4.58038542087248,4.03626842925525,4.08413827184275,5.84834704054342
"RNF19B",8.56314462017753,9.04241420349167,8.69666327659321,8.97968028438704,9.09745091521572,9.07308094793468,9.32474680985725,8.95607844638732,8.86129576337046,8.98648598012841,8.73252418882769,8.50221685318001,8.7594660193429,9.56346874758272,9.05062670618881,8.83394237953988,8.80049513373907,9.22119604460025,7.06252619077916,8.91779818438351,8.72542033150493,9.53865720969624,8.07582405477393,8.68123691061455,9.00593043329478,8.17878828089188,10.4351799641892,9.23243990764295,9.58666100078672,9.37283075794166
"COL1A1",14.6664104948395,13.6667795637904,15.2467957563986,14.6684479335588,14.6917099226292,14.4116884366132,13.449176290144,14.5902059294304,14.3339888180408,14.8699358882712,14.6034134117569,14.9781222755523,14.3535617321049,14.7930969550947,12.612499504946,15.0396211045487,14.4018500224128,13.7332748578938,14.1475178597984,14.2521420967634,14.5676069116996,13.112477449555,11.8086901049689,13.7074553687717,14.6732136308454,14.4265905319454,11.8306626782224,14.1954530475785,14.4155369513869,14.7065107985209
"C1orf216",9.52154075960672,9.31080007129817,9.95352786577327,9.6365871116198,9.28131252763257,9.5998612573709,9.08731024126396,9.38553484913984,9.55277792545712,9.38176859361876,9.13520172387321,9.62376163092963,9.03815428087209,9.79492341397379,9.27244459214389,9.23827695256225,9.27312281983313,9.1769102900218,8.98115609056322,9.47856256354498,9.04603462159515,9.38781406269598,9.13813445400326,9.4630754275547,8.92890299705797,9.16639536406466,9.18754079937014,9.73970752480875,8.91064260559086,9.6569964361923
"COL1A2",14.8273999630284,13.6920229878865,15.0727836595577,14.7695494431245,14.7709441648244,14.5437795490442,13.9178688001437,14.6539827516495,14.6848895691232,14.7745071797643,14.7058839014946,14.7617006714049,14.5232172712148,14.925845212782,13.4224027382494,14.8974000054801,14.747605977057,14.1205259501049,14.8458933249827,14.5030834390416,14.6272664349379,13.2892796773646,12.1351907639297,14.0603325821043,15.0051461342734,14.4247979647692,12.2965717582942,14.3406695373764,14.5774094792029,14.8161214808162
"SYT2",5.65907379177761,5.94842238522649,5.52845013973724,3.24724977989081,3.99183341702595,2.72224685450347,7.15786372666602,6.10930194268645,7.37423614344016,4.12691108520638,5.05520257535479,3.87930900267021,4.75253509511668,5.17000616975486,3.19504273578925,4.6638456338005,6.20057312966084,6.4929766252645,4.7512961173438,6.42936638498943,5.72164475617687,4.71648189907099,3.58178983750895,3.23937671244803,7.06526796071533,6.13959870984047,4.7317202498363,3.53363528339839,6.3641171211625,6.42478273058587
"ADH5",11.1646533263035,11.3803118440627,11.1884158615251,11.2199769563543,11.0889669723803,11.2475842987784,10.9363918099827,10.876206155208,11.3873596279537,11.4352395767901,11.7294932658753,10.9851595071507,11.4480782220202,10.429565848015,11.3875759237935,10.8594390240957,11.1404416002725,10.7722057637931,11.5166617001104,10.7625257035213,11.393012833933,10.8654260130374,11.1727635740402,12.2548695501111,11.2330220694765,11.1970395841595,11.0540631353617,11.2301758475392,11.1589289394632,10.2801623141756
"COL2A1",7.11901587519721,10.7511186426015,6.69414115273461,5.47280601386217,6.55377296214245,6.50442525178783,12.334314083478,5.82937925796161,6.31967327575383,10.7772817589179,12.8864868790472,7.39525508840143,6.02646290533025,6.54418026167369,7.94209919447024,10.0576005179398,7.42861600711539,6.03275889274762,5.77018460415904,6.60027874845094,7.15479108222757,6.44008163981445,8.13501864028312,11.7465650949897,9.43563217404556,6.12837312897904,6.35806384771263,8.06100986044262,5.12628294643784,6.88563267577088
"COL3A1",14.2927755980951,13.034160308569,15.0081295446782,14.5416448891533,14.4919234374319,14.3033690205632,12.9810812234441,14.2561834795944,14.2069881459669,14.4016662909532,14.3811014177607,14.0456731835454,14.2236282935232,14.4735970422032,12.9812067154913,14.851041294512,14.1838255847337,13.3980360785503,13.9820717434267,13.9902244748868,14.4095722482386,12.7437746671814,11.4248778350538,13.6252080241837,14.5314417445036,14.0556174368409,12.3369407273221,13.8094670867296,14.2050415944591,14.3263506928237
"COL4A1",11.6287276498622,11.7975094842094,11.9994536818816,12.1678316879177,11.4185207292123,12.0474961857954,12.1663230395156,12.5156890975083,12.4783117143047,12.167905196623,12.4657761321194,12.2298226828034,12.3839967420795,12.3053638305061,11.4026323034516,12.1491398498075,12.457741963509,11.5610087123772,12.3419290563425,12.1774249115671,11.1060403972176,11.8135989776578,11.0427251224379,12.6615326996667,13.4725776656656,12.3659874852287,12.327654418192,12.1947752609327,12.2767419410493,12.2903925264287
"COL4A2",11.3727080506175,10.9748533326532,11.6334361409639,11.3945848296385,10.9784945114766,11.7841679076367,11.6437961032837,12.1310239252367,12.3509297398932,11.6544084093826,12.5165727573036,11.8885970270274,11.7359796204255,11.9777691771534,11.7850245630752,11.6231958908339,12.0195802592466,11.1670520776398,12.2645319184027,11.7105216308223,11.1940523345384,11.6550286084277,11.2415247382305,12.7452195399016,13.470091420634,11.9190136193682,12.5920902836504,12.1593632460238,11.9685951177373,12.0311799215803
"COL4A3",6.5638413279992,5.3748528805563,6.07549634502978,2.76662188085637,6.62881085308319,5.71174622293041,3.46332456694897,5.22244964791408,5.68935901941527,2.59232084853656,4.06099324330371,6.18244679562319,4.45807067157675,6.05476483501098,4.52762845124935,5.67114986423838,6.91179352960515,3.81482674168167,5.12329945115716,5.8640305136385,5.17204508912949,6.30887693455336,4.99397654279832,4.38915249403783,6.84003923078261,6.71449019952826,4.03735872342352,4.33583789265895,5.10970132013604,6.71206334913689
"TSHZ2",7.84670884313433,6.111586027368,4.59386757896211,5.92232128591198,6.7673180866905,6.15120777670078,6.25638050186524,4.62970918662727,7.20595865004545,6.30977620198106,7.26699222836496,5.45508201832716,6.82907488377022,6.21228244368925,8.51592100008011,7.26688775468279,7.90410932072216,6.73772200726015,7.54342573236661,6.52185515424674,6.01263036365677,6.45221333904713,7.34079577082618,5.36005646217697,7.8804028979333,6.57767668672909,7.09693472002594,6.95976956365271,6.43360505734922,7.21962228406616
"COL4A4",4.03254224255179,2.26810260853003,2.85552737870674,1.99051218329816,2.04762473594851,1.98462472798653,3.76696592096011,3.03156689905481,2.51022977100901,1.81296220212034,4.09340961691907,2.03641104724645,1.940032231415,3.96564735030245,2.80010989620993,1.15289585542971,3.35992370986928,2.16435234605516,3.46745784077746,3.37290856080966,1.50504113948292,3.94383588141779,2.51756012176047,2.89722840701199,7.40118106710831,2.41834059636271,2.66720628973092,4.00289420563994,6.12710646351959,3.7851720463828
"COL4A5",9.84822584508142,10.6771095644592,9.41143910257085,10.4132851852603,9.11531951377766,9.61585042793108,9.93875621459465,9.89913873757972,10.1674295141312,9.76001844566753,6.88917742716104,11.295861792095,8.87173862510812,8.32986072692822,10.4190390771115,10.1362573731103,10.3292217687682,9.87897767658344,9.44901155367006,8.46698771159151,9.95224321043635,8.50938019959044,10.3174267156852,8.80858062294332,7.84530354350376,9.75457992881834,5.42619263414946,10.6353383069876,8.56966759650369,8.7809934157689
"COL4A6",6.15852530635256,5.84948405522655,3.81073562689374,5.28938270989106,5.37218287791603,5.33949379957758,4.89613569730262,3.99995266683277,5.90041529227363,5.50125052867731,3.91375187607493,5.51197842278237,4.8887524117733,5.5461126181411,5.76323947895699,4.95889947985938,6.50304571014777,5.49386961646718,4.90609605737314,5.40371946186664,3.15596863635583,5.27446255634238,5.96226798160635,5.78396409524948,5.66270845734861,6.194745688721,5.62371428282297,6.14524189087757,4.81462531846108,6.08885383177677
"HMGB3P1",7.4753251872468,8.14360694763967,6.67174052928402,5.27022363910032,7.29684338430029,6.71912242589971,7.49775333574839,6.94274332872839,5.91769249311469,6.6054386300625,6.84961902584716,6.86920256334567,7.37266563376455,6.86672766882328,7.37342176067173,5.38689790902917,7.62194666308071,7.76315439078749,5.4213950898515,7.21594264626942,6.65510407718289,6.98729613306643,6.66797409063247,8.50066988147809,7.68115838387918,7.21298246362321,7.3549827968287,7.04324580346169,7.49071757319463,5.96974354566372
"COL5A1",11.4828360859206,9.02404285975493,12.4170831754332,12.6007218140117,11.6349639359924,11.3600235242284,9.79256401061858,11.8407842038932,11.2253389452318,12.2388114788619,11.4877788112186,11.5118807654445,11.1739318840189,11.2601584445484,8.29732549880706,12.1187040535651,10.9062352103635,10.3720296758739,10.1768832476937,10.4819983099107,10.8633009553645,8.7473035067708,8.82886887296262,10.0985618963588,10.4097355232812,11.2857970501313,7.37825517659504,10.8734205715787,11.1476727445247,10.5588378122851
