Sobs	Shannon	Simpson	Pielou	Chao	ACE	goods_coverage	depth	sample
235	4.65198884536575	0.982508367626886	1.70415458584313	261.896551724138	257.172040261073	0.985185185185185	2700	KUALmet3
252	4.66404852422904	0.979543484224966	1.68699098963511	265.046511627907	268.343927661906	0.987407407407407	2700	KUUP1
151	4.41767520617065	0.980798628257888	1.76098417862022	153	154.120020379789	0.997037037037037	2700	KUUP2
128	4.26596794957714	0.97563840877915	1.7584259444132	128.375	128.76454974801	0.998888888888889	2700	KUUP3
141	4.35653832369293	0.97981536351166	1.76065859738449	144	143.048203875171	0.997407407407407	2700	KUUPmet2
170	4.76781287959485	0.988557431629013	1.85669781944684	171.111111111111	171.273764472513	0.998275862068966	2900	ADAL1
290	5.20123425889803	0.991413317479191	1.83468906298084	295.675675675676	297.253373576889	0.992758620689655	2900	ADAL3
745	5.99914081308835	0.995520808561237	1.81424233493523	949.755434782609	1031.98642256962	0.905172413793103	2900	ADALmet1
196	4.99006027411616	0.991867538644471	1.89084951589272	199	198.843774357412	0.996896551724138	2900	ADALmet2
56	2.72473628979355	0.882622354340071	1.35378794159272	58.5	58.2484384607916	0.998275862068966	2900	ADUP1
88	2.86232860497461	0.884866349583829	1.27858533926632	106.2	95.0450564040362	0.995172413793103	2900	ADUP3
47	2.10333190395656	0.772737693222354	1.09259806196643	47	47.3064786926217	0.999655172413793	2900	ADUPmet1
44	2.09080652527906	0.773452318668252	1.10502206683241	44	44.2612809266418	0.999655172413793	2900	ADUPmet2
164	4.65816238357306	0.987216884661118	1.82677819095761	164.4	165.325628708507	0.998620689655172	2900	KUAL1
339	5.16450426736493	0.990404042806183	1.77291595337339	375.122448979592	372.276346993138	0.979310344827586	2900	KUAL2
241	4.94640382773843	0.989500594530321	1.80367801678682	256.260869565217	253.286140606422	0.990689655172414	2900	KUAL3
321	5.2143125547147	0.991283709869203	1.80693606448395	348.5	340.277032393447	0.98448275862069	2900	KUALmet1
299	5.15914004426361	0.991365041617122	1.81008371641328	320.081081081081	318.003519213627	0.986206896551724	2900	KUALmet2
235	4.68800709741788	0.983301545778835	1.71734908639956	252.222222222222	249.747525222902	0.989310344827586	2900	KUALmet3
264	4.63866950334103	0.977819738406659	1.66381343069419	289.161290322581	281.491332941645	0.986206896551724	2900	KUUP1
151	4.41943378750102	0.980847800237812	1.76168518848515	152.866666666667	154.16037215854	0.997241379310345	2900	KUUP2
128	4.2820633954592	0.97646468489893	1.76506046440033	128.142857142857	128.572015419854	0.999310344827586	2900	KUUP3
142	4.36862740164719	0.98021046373365	1.76302657492722	143.153846153846	144.095995397681	0.997931034482759	2900	KUUPmet2
171	4.76566088519462	0.988712382934443	1.85374279465155	172.363636363636	172.90791642291	0.998064516129032	3100	ADAL1
299	5.23278334994246	0.991929448491155	1.83592146210122	312.096774193548	310.573581369323	0.990645161290323	3100	ADAL3
760	6.00146066466671	0.995551925078044	1.80948969208427	980.346590909091	1035.91307061444	0.91	3100	ADALmet1
197	4.98669398444751	0.991716753381894	1.8877538101824	199.153846153846	199.398666093698	0.99741935483871	3100	ADALmet2
55	2.75641670668225	0.884790426638918	1.37568631270292	55.6	55.9897526647187	0.999032258064516	3100	ADUP1
90	2.8837368234319	0.888273673257024	1.281715021169	92.1538461538462	93.5072568108675	0.99741935483871	3100	ADUP3
48	2.13132000928616	0.778816649323621	1.10111565030115	48	48.3095483178958	0.999677419354839	3100	ADUPmet1
44	2.10998638316058	0.775532778355879	1.11515890443146	44.25	44.6162679905722	0.999354838709677	3100	ADUPmet2
166	4.65874672431328	0.987239958376691	1.82267521644883	167.75	168.445376765782	0.997741935483871	3100	KUAL1
341	5.1959594301057	0.990918418314256	1.78191499926315	373.046511627907	366.711175601571	0.982903225806452	3100	KUAL2
248	4.95966899401393	0.989493236212279	1.79912327604261	261	260.480593804841	0.991290322580645	3100	KUAL3
316	5.20095714811747	0.991225390218522	1.80722379672952	335.6875	330.355918373797	0.988387096774194	3100	KUALmet1
306	5.17770778044349	0.991401040582726	1.80925335719296	320.318181818182	322.570003186746	0.988387096774194	3100	KUALmet2
232	4.6752738924899	0.982595837669095	1.71672455397261	241.130434782609	240.255368598349	0.993225806451613	3100	KUALmet3
260	4.66667950016554	0.978647866805411	1.67845591955362	269.2	268.783505308304	0.992258064516129	3100	KUUP1
152	4.43029831783604	0.980638293444329	1.76369573259268	157.142857142857	155.010371575927	0.997096774193548	3100	KUUP2
128	4.27344881708146	0.976120707596254	1.76150954739892	128.2	128.569237897496	0.999354838709677	3100	KUUP3
142	4.36179101586448	0.980275546305931	1.76026764661787	144.5	143.76529663486	0.998064516129032	3100	KUUPmet2
170	4.7726192897758	0.988775022956841	1.85856954795794	171.428571428571	171.385518367667	0.998484848484849	3300	ADAL1
300	5.23184523168875	0.991711111111111	1.8345177975968	313.5	310.808207119027	0.991515151515151	3300	ADAL3
754	5.98317834504683	0.995429935720845	1.80613555023181	940.120689655172	989.830920955468	0.922727272727273	3300	ADALmet1
196	4.99478551889605	0.991912029384757	1.89264002067899	200.5	199.069525718451	0.997272727272727	3300	ADALmet2
56	2.76598207200358	0.886925252525253	1.37428094959744	59	57.5689480050499	0.998787878787879	3300	ADUP1
89	2.86584343559307	0.882826629935721	1.2769327695681	96.8571428571429	93.6126981830284	0.996666666666667	3300	ADUP3
49	2.15042427804619	0.781871625344353	1.10509947187961	49.2	49.78929743793	0.999393939393939	3300	ADUPmet1
45	2.07180377074594	0.768605509641873	1.08851455904668	45.3333333333333	45.6744305269682	0.999393939393939	3300	ADUPmet2
165	4.64480597231902	0.987051974288338	1.81937155265809	166.111111111111	166.393683877069	0.998484848484849	3300	KUAL1
341	5.21224014571948	0.991042424242424	1.78749834758239	358.083333333333	359.485787421089	0.987575757575758	3300	KUAL2
248	4.98259371674871	0.989777777777778	1.80743923469202	255.916666666667	255.638913779491	0.993939393939394	3300	KUAL3
319	5.18239963270652	0.990952249770432	1.79782405832244	335.028571428571	333.617270109421	0.98969696969697	3300	KUALmet1
299	5.18076234470224	0.991507070707071	1.81766989814116	319.51724137931	315.306579241371	0.989393939393939	3300	KUALmet2
233	4.70051246786507	0.983507621671258	1.72463008944298	239.84	240.100306575965	0.994242424242424	3300	KUALmet3
266	4.63704269670606	0.978176124885216	1.66098173626906	288.677419354839	284.057186206299	0.988484848484849	3300	KUUP1
150	4.39976244907892	0.980360330578512	1.75616950380041	150.714285714286	151.692038632399	0.998484848484849	3300	KUUP2
128	4.29755117740651	0.976902479338843	1.77144450617454	128.25	128.474308166402	0.999393939393939	3300	KUUP3
142	4.34678214304976	0.980051423324151	1.75421058585273	143.25	143.936242136543	0.998181818181818	3300	KUUPmet2
171	4.77548687989861	0.988784653061225	1.85756490187268	171.428571428571	171.674166097559	0.999142857142857	3500	ADAL1
307	5.25016405582775	0.992068244897959	1.8335266754873	317.636363636364	317.439951693354	0.992285714285714	3500	ADAL3
786	6.00531943779386	0.995449795918367	1.80151743134538	1010.48275862069	1069.68053102816	0.92	3500	ADALmet1
199	4.99898443087861	0.991900408163265	1.88879522204308	202.272727272727	202.212887514496	0.997428571428571	3500	ADALmet2
55	2.75414213562987	0.887059755102041	1.37455110834269	56.2	56.6111111111111	0.998857142857143	3500	ADUP1
94	2.85849734474619	0.882977795918367	1.25833672774276	97.2727272727273	98.1014466573334	0.997428571428571	3500	ADUP3
48	2.15557268404213	0.779597387755102	1.11364544386528	48.3333333333333	48.593621155942	0.999428571428571	3500	ADUPmet1
44	2.09553936532631	0.770517714285714	1.10752344255884	44	44	1	3500	ADUPmet2
164	4.6405691918958	0.98706987755102	1.81987871940232	164.666666666667	165.088251635709	0.998857142857143	3500	KUAL1
347	5.21294709560722	0.990971591836735	1.78240986497405	358.22	361.338759374027	0.990285714285714	3500	KUAL2
247	4.98848175798085	0.989850775510204	1.81090221025663	254.555555555556	253.168014961834	0.995142857142857	3500	KUAL3
323	5.18699752010067	0.990996408163265	1.79553812861051	338.365853658537	339.370621418715	0.989714285714286	3500	KUALmet1
294	5.14683310461902	0.991233306122449	1.81112373374114	313.772727272727	305.903000946205	0.991428571428571	3500	KUALmet2
228	4.6931301990702	0.98340506122449	1.72880141357808	233.454545454545	234.045271001439	0.995428571428571	3500	KUALmet3
265	4.63378273864236	0.977653551020408	1.66093444777977	281.607142857143	278.503230170591	0.991142857142857	3500	KUUP1
152	4.42888001557408	0.980873959183673	1.7631311083919	152.75	153.188732086726	0.998857142857143	3500	KUUP2
128	4.25394224228741	0.975235428571429	1.75346896490746	128.166666666667	128.509196271101	0.999428571428571	3500	KUUP3
142	4.3574512176516	0.980069551020408	1.75851625450413	142.545454545455	143.239243137412	0.998857142857143	3500	KUUPmet2
172	4.77728640862918	0.988751059167275	1.85615989687727	172.428571428571	172.717173112339	0.999189189189189	3700	ADAL1
307	5.2286266758132	0.991622205989774	1.82600512752102	321	318.835723029245	0.992162162162162	3700	ADAL3
810	6.02221341985803	0.995713951789628	1.798471740519	1058.45614035088	1093.66801634772	0.921081081081081	3700	ADALmet1
198	5.00212865289094	0.991966544923302	1.8917836878725	202.2	200.061856995885	0.998108108108108	3700	ADALmet2
57	2.74983948466911	0.883977063550036	1.36027930516049	72	59.3492352	0.998378378378378	3700	ADUP1
88	2.82532605831714	0.880269101533966	1.26205651948318	89.5	89.8659634474616	0.998378378378378	3700	ADUP3
49	2.17795772722188	0.785252739225712	1.11924886577071	52	49.9988839285714	0.999189189189189	3700	ADUPmet1
45	2.09263553998136	0.770599561723886	1.09945945857029	45.5	45.6363470767767	0.999459459459459	3700	ADUPmet2
165	4.65082318722014	0.987207888970051	1.82172849709938	166	166.357314078862	0.998648648648649	3700	KUAL1
354	5.20819695200613	0.990752958363769	1.77472601202086	385.410256410256	377.354294739504	0.986486486486487	3700	KUAL2
248	4.9814685383473	0.989656975894814	1.80703107546726	250.64	252.02305236205	0.996756756756757	3700	KUAL3
327	5.22322253846598	0.991412710007305	1.80423435888905	351.230769230769	341.264609413585	0.99027027027027	3700	KUALmet1
299	5.16489800344317	0.991408181154127	1.81210389575737	306.7	306.753635050538	0.994054054054054	3700	KUALmet2
241	4.69662712300356	0.982977501826151	1.71259836232971	246.275862068966	247.881412010249	0.995135135135135	3700	KUALmet3
270	4.67879224660902	0.978379401022644	1.67146823904146	281.111111111111	279.739755853305	0.993243243243243	3700	KUUP1
151	4.4219995198672	0.98097969320672	1.76270794681222	153.333333333333	153.292416764213	0.998108108108108	3700	KUUP2
128	4.27690261143974	0.976084441197955	1.76293319653976	128	128.201984068716	0.99972972972973	3700	KUUP3
141	4.36157024444725	0.980187728268809	1.76269220615347	151.5	143.257555513139	0.998108108108108	3700	KUUPmet2
172	4.76535716250327	0.988518343195266	1.85152492497797	172.375	172.810011759705	0.999230769230769	3900	ADAL1
305	5.2383492057413	0.9917902695595	1.83149080340794	321.25	314.052440700825	0.993333333333333	3900	ADAL3
829	6.06008144389423	0.99577738330046	1.80353658183754	1015.9	1059.8969673621	0.931538461538462	3900	ADALmet1
196	4.98920533100577	0.991830506245891	1.89052555812917	197.111111111111	197.379513453299	0.998717948717949	3900	ADALmet2
57	2.73873403503863	0.883247074293228	1.35478570693737	58.5	58.0009512211781	0.999230769230769	3900	ADUP1
92	2.82306861071028	0.87862261669954	1.24865130804176	93.9090909090909	94.5516139779726	0.998205128205128	3900	ADUP3
49	2.182070982632	0.784968047337278	1.12136266090772	52	49.8734196610677	0.999230769230769	3900	ADUPmet1
45	2.09959870194717	0.773977514792899	1.10311786641944	45.3333333333333	45.6748922362874	0.999487179487179	3900	ADUPmet2
165	4.67335586328431	0.987542800788955	1.83055455142344	165.428571428571	165.731958977408	0.999230769230769	3900	KUAL1
352	5.21482217965439	0.990922156476003	1.77870061178344	377.083333333333	370.761898952355	0.988974358974359	3900	KUAL2
251	4.99249456191377	0.989775016436555	1.80708970537291	255.333333333333	255.603437827568	0.996666666666667	3900	KUAL3
332	5.20575687631093	0.990924654832347	1.79350072106336	347.085714285714	345.364581165204	0.991538461538462	3900	KUALmet1
305	5.16932919026747	0.991380407626561	1.80735924618895	325.777777777778	320.25622667419	0.991282051282051	3900	KUALmet2
239	4.69522435705326	0.983146877054569	1.71469208642767	246.241379310345	247.999446366567	0.994615384615385	3900	KUALmet3
266	4.65155119715737	0.978257725180802	1.66617865936131	277.607142857143	276.221535613125	0.993333333333333	3900	KUUP1
152	4.42334230614436	0.98081617357002	1.76092655380237	153.875	154.018565703151	0.998461538461539	3900	KUUP2
127	4.2812445256763	0.976228139381985	1.76758017362462	127	127	1	3900	KUUP3
142	4.35019794899152	0.979984352399737	1.75558908671729	142.545454545455	143.291170976541	0.998974358974359	3900	KUUPmet2
172	4.77616357684814	0.988821296847115	1.85572363345393	172.142857142857	172.440126859046	0.999512195121951	4100	ADAL1
298	5.22472787078841	0.991891731112433	1.8341731211412	305.285714285714	303.593029653103	0.995609756097561	4100	ADAL3
826	6.06589437386937	0.995883283759667	1.80624098323845	1008.80924855491	1031.51682145122	0.938536585365854	4100	ADALmet1
197	4.99614628030276	0.991902082093992	1.89133205411944	197.5	197.753647545869	0.999268292682927	4100	ADALmet2
57	2.74763185246936	0.884548007138608	1.35918724272868	59	58.5168367346939	0.999024390243902	4100	ADUP1
91	2.81520355196545	0.879003212373587	1.24818941840167	92.3636363636364	93.0495380729129	0.998536585365854	4100	ADUP3
49	2.14888714159196	0.781311600237954	1.10430954000378	49.3333333333333	49.5930567650684	0.999512195121951	4100	ADUPmet1
45	2.11120075530825	0.775466983938132	1.10921352285983	45	45.2337813022753	0.999756097560976	4100	ADUPmet2
166	4.67237512176316	0.987369779892921	1.8280071530708	167	166.620083600239	0.999268292682927	4100	KUAL1
354	5.22563370266712	0.990898869720405	1.78066769495804	364.782608695652	366.891323208001	0.99219512195122	4100	KUAL2
247	4.96893874787067	0.989521951219512	1.80380777112252	255.076923076923	252.140952878992	0.996341463414634	4100	KUAL3
334	5.2091399307715	0.990945627602618	1.79281140728377	344.216216216216	344.694500643037	0.993170731707317	4100	KUALmet1
307	5.18502114893406	0.991512908982748	1.81077667068016	317.615384615385	315.831457157165	0.994146341463415	4100	KUALmet2
240	4.69516367088252	0.983150981558596	1.71336361929842	257.647058823529	250.404743297308	0.99390243902439	4100	KUALmet3
268	4.65455241011219	0.97826508030934	1.66501994239554	286.913043478261	280.288389586203	0.992682926829268	4100	KUUP1
152	4.41905158585636	0.980838072575848	1.75921842389355	156	154.754165573057	0.998048780487805	4100	KUUP2
128	4.27946051882281	0.976098750743605	1.76398756233879	128	128	1	4100	KUUP3
143	4.36032030408353	0.979962284354551	1.7571858999967	143.111111111111	143.473612412474	0.999512195121951	4100	KUUPmet2
172	4.77715333962927	0.988748512709573	1.85610819444203	172	172.230244772814	0.999767441860465	4300	ADAL1
305	5.24057157954576	0.991735640886966	1.83226781483362	307.275862068966	308.609791993586	0.997209302325581	4300	ADAL3
833	6.02308498142992	0.995543645213629	1.79124307829909	1033.92727272727	1040.59870630958	0.94	4300	ADALmet1
198	5.00412813935141	0.991910762574365	1.89253988511023	198.857142857143	199.009645283153	0.99906976744186	4300	ADALmet2
55	2.71948980123408	0.880318226068145	1.35725664701689	55	55.3228352982176	0.999767441860465	4300	ADUP1
89	2.82229385917792	0.878829421308816	1.25752840136896	91.625	91.4845522947099	0.998372093023256	4300	ADUP3
49	2.14635306811615	0.779784964845863	1.10300728384512	49	49.217700787318	0.999767441860465	4300	ADUPmet1
45	2.11047860387104	0.773458409951325	1.10883410837843	45	45	1	4300	ADUPmet2
166	4.66856005246441	0.987345375878853	1.82651455588289	166	166.186266519622	0.999767441860465	4300	KUAL1
356	5.20496797180373	0.990754678204435	1.77192488226967	391.689655172414	377.023523104116	0.989302325581395	4300	KUAL2
250	4.97415728717775	0.989659275283937	1.80175405066658	262.363636363636	256.012978673858	0.996046511627907	4300	KUAL3
328	5.2203027430989	0.991399242833964	1.80227532541737	349.136363636364	338.738549550724	0.992790697674419	4300	KUALmet1
310	5.19354894479008	0.991531314223905	1.81068020255659	319.545454545455	317.178902708551	0.995116279069767	4300	KUALmet2
240	4.6932611581801	0.983201838831801	1.71266935254265	250.5	248.602422248804	0.995116279069767	4300	KUALmet3
268	4.66980513125867	0.97865235262304	1.67047612435398	276.884615384615	275.869218749365	0.994883720930233	4300	KUUP1
154	4.42756680236838	0.980904164413196	1.75803393514037	156.142857142857	155.880484373306	0.998604651162791	4300	KUUP2
128	4.26150514355283	0.975078096268253	1.75658638209328	128	128	1	4300	KUUP3
141	4.34122732281098	0.979896592752839	1.75447078418639	144.75	142.853817465664	0.998604651162791	4300	KUUPmet2
172	4.77759031239229	0.988722074074074	1.85627797520236	172	172	1	4500	ADAL1
309	5.26201366347971	0.991971160493827	1.83558361846791	314.44	315.238923302635	0.996222222222222	4500	ADAL3
859	6.04478202818003	0.995592987654321	1.78951710693047	1061.55747126437	1083.18019271542	0.940888888888889	4500	ADALmet1
198	5.01259771356515	0.99203012345679	1.89574304189659	198	198.204826112363	0.999777777777778	4500	ADALmet2
57	2.7231520923308	0.880394567901235	1.34707769549967	57.25	57.6162934631555	0.999555555555556	4500	ADUP1
91	2.82977235316759	0.881844740740741	1.25464885309747	94.1111111111111	94.3724328152372	0.998222222222222	4500	ADUP3
50	2.16347431321583	0.781595950617284	1.10606420780956	50.25	50.6949533752935	0.999555555555556	4500	ADUPmet1
45	2.08601909343726	0.768871703703704	1.09598321313909	45	45	1	4500	ADUPmet2
166	4.66286803245516	0.987242271604938	1.82428762567691	166.2	166.372695691533	0.999555555555556	4500	KUAL1
363	5.23194857001507	0.990976987654321	1.77522599561779	395.25	380.520918119018	0.990444444444444	4500	KUAL2
252	4.98828836311411	0.989832296296296	1.80426886181812	253.730769230769	255.574620026114	0.997777777777778	4500	KUAL3
330	5.1922638257322	0.990928	1.79071593958356	352	343.261090100888	0.992666666666667	4500	KUALmet1
313	5.19696324396556	0.991720790123457	1.80883378872547	328.037037037037	325.451682483572	0.993555555555556	4500	KUALmet2
245	4.70008255281848	0.983306567901235	1.70873002972645	256.5	254.867364073597	0.994888888888889	4500	KUALmet3
267	4.64181384627626	0.977806716049383	1.66157410563693	277.04347826087	275.187021947566	0.995111111111111	4500	KUUP1
152	4.43354863717774	0.98135012345679	1.76498968030032	155	154.460861590323	0.998444444444444	4500	KUUP2
128	4.28713847582187	0.976398913580247	1.767152405335	128	128	1	4500	KUUP3
142	4.33876619867931	0.979828839506173	1.75097562858837	142.428571428571	142.956303753969	0.999333333333333	4500	KUUPmet2
172	4.77679580988127	0.988768673607967	1.85596928035495	172	172	1	4700	ADAL1
308	5.25043376241581	0.991927659574468	1.83258022068549	314	313.060452704562	0.996595744680851	4700	ADAL3
867	6.05830048604786	0.99553879583522	1.79106151696734	1050.01807228916	1045.74129089728	0.947446808510638	4700	ADALmet1
199	4.99812064689281	0.991852693526483	1.88846885354008	199.333333333333	199.787460542421	0.99936170212766	4700	ADALmet2
57	2.72952228395505	0.880734812132187	1.35022887573572	57	57.3148475384236	0.999787234042553	4700	ADUP1
92	2.81221092281318	0.880652059755546	1.24384892167977	93.25	94.34101901603	0.998723404255319	4700	ADUP3
48	2.14989869736594	0.779521140787687	1.11071406073111	48	48.2209963110293	0.999787234042553	4700	ADUPmet1
45	2.08595264695997	0.769634585785423	1.09594830251727	45	45	1	4700	ADUPmet2
166	4.66854125364404	0.98734341330919	1.82650720108427	166	166	1	4700	KUAL1
354	5.22213496659955	0.991131552738796	1.7794754785412	370.028571428571	367.125763667183	0.992765957446809	4700	KUAL2
253	4.99623517016529	0.989804345857854	1.80584980701015	256.666666666667	256.55976054232	0.997659574468085	4700	KUAL3
331	5.20212067288732	0.991150203712087	1.79317977894557	350.333333333333	341.395655708973	0.993829787234043	4700	KUALmet1
310	5.18892918403533	0.991571389769126	1.80906956801206	319.545454545455	318.121501207437	0.995531914893617	4700	KUALmet2
240	4.69660493370163	0.983122589406972	1.71388956630543	247.125	247.639277644207	0.995957446808511	4700	KUALmet3
266	4.65767386696849	0.978717790855591	1.66837179050085	276	273.691441010719	0.995744680851064	4700	KUUP1
153	4.41688913245376	0.980318605703938	1.75606545651642	153.6	153.775910746663	0.99936170212766	4700	KUUP2
128	4.27794954625285	0.975904843820733	1.76336474158634	128	128	1	4700	KUUP3
143	4.37714905962996	0.980623449524672	1.76396779900834	143.2	143.600281964025	0.999574468085106	4700	KUUPmet2
172	4.77802925719677	0.988763598500625	1.85644852217679	172	172.205553663526	0.999795918367347	4900	ADAL1
308	5.27735765069467	0.992339858392337	1.84197757476259	311.473684210526	311.527632631187	0.997551020408163	4900	ADAL3
886	6.08435568591663	0.995694877134527	1.79301884260082	1033.69398907104	1050.74283598702	0.952448979591837	4900	ADALmet1
198	5.00460936878058	0.992003165347772	1.89272188402457	200	199.294045071132	0.998979591836735	4900	ADALmet2
57	2.73378151878184	0.883709787588505	1.35233581653099	63	58.4663269971912	0.999183673469388	4900	ADUP1
92	2.8484345904137	0.881483965014577	1.2598707532994	96.6666666666667	94.9966974022033	0.998367346938775	4900	ADUP3
50	2.17785743354254	0.783301624323199	1.11341749806718	51.5	51.3098366477273	0.999387755102041	4900	ADUPmet1
45	2.08998772327171	0.771165097875885	1.09806830991093	45	45	1	4900	ADUPmet2
166	4.66582018051797	0.987274302374011	1.82544261594098	166	166.173818938704	0.999795918367347	4900	KUAL1
357	5.21574338085592	0.990859891711787	1.77474577779565	372.529411764706	370.560795847847	0.993265306122449	4900	KUAL2
251	5.0077033370033	0.990024739691795	1.81259469302083	251.9375	252.602453593794	0.998775510204082	4900	KUAL3
333	5.23285505028654	0.991357600999583	1.80190312455787	339.785714285714	339.410879892064	0.995918367346939	4900	KUALmet1
317	5.18294231823382	0.991337276134944	1.7999759404628	340.25	330.518020236541	0.993673469387755	4900	KUALmet2
238	4.69442513682215	0.983413077884215	1.71571379296286	247	244.832615389626	0.996326530612245	4900	KUALmet3
273	4.66572827007128	0.978068388171595	1.66351786422252	286.04347826087	283.406458604712	0.994897959183674	4900	KUUP1
154	4.41884047830362	0.980414327363598	1.75456901309184	154.75	154.698563495049	0.999387755102041	4900	KUUP2
128	4.27295690109159	0.97585964181591	1.76130678032489	128	128	1	4900	KUUP3
142	4.35635274752541	0.980114035818409	1.75807295004115	142.166666666667	142.503554279553	0.999591836734694	4900	KUUPmet2
310	5.25611909786939	0.99203844675125	1.8324946763694	313	313.486490529108	0.997647058823529	5100	ADAL3
897	6.08321801360696	0.995754171472511	1.78943022002615	1084.90058479532	1086.92649449546	0.950196078431373	5100	ADALmet1
198	4.99984626062512	0.991910495963091	1.89092049686775	198	198.203190312638	0.999803921568627	5100	ADALmet2
57	2.73252496719046	0.88263537101115	1.35171423074929	58.5	58.1713869397918	0.999411764705882	5100	ADUP1
92	2.84057926001219	0.881632064590542	1.25639631823122	97	97.5776926548703	0.998039215686275	5100	ADUP3
50	2.14472716004161	0.78037600922722	1.09647983003458	51.5	51.1215396565687	0.999411764705882	5100	ADUPmet1
45	2.08875699994494	0.771281660899654	1.09742169449384	45	45.2012930089853	0.999803921568627	5100	ADUPmet2
166	4.66281051106222	0.987282737408689	1.82426512116582	166	166.169381107492	0.999803921568627	5100	KUAL1
359	5.2332135177738	0.991011457131872	1.77899940619044	378.193548387097	374.120664249651	0.993137254901961	5100	KUAL2
254	5.00582420981965	0.98998339100346	1.80802673937722	256.4	256.509599966722	0.998235294117647	5100	KUAL3
333	5.20461648881375	0.990913648596694	1.79217934056961	352.894736842105	343.968141335842	0.994509803921569	5100	KUALmet1
314	5.18573701470044	0.991506113033449	1.80392504996986	321.228571428571	324.343641049112	0.995490196078431	5100	KUALmet2
242	4.70690282115013	0.983268589004229	1.71505054565298	255.153846153846	249.308746209245	0.996274509803922	5100	KUALmet3
268	4.6618602866387	0.977680968858131	1.66763410570945	275.555555555556	273.378271898484	0.996666666666667	5100	KUUP1
154	4.42812472297216	0.980797001153403	1.7582554661524	155.2	155.047858945698	0.99921568627451	5100	KUUP2
128	4.2845710454516	0.976353863898501	1.76609411417413	128	128	1	5100	KUUP3
143	4.35189824329227	0.979874125336409	1.75379185427546	144.2	144.184474715432	0.99921568627451	5100	KUUPmet2
315	5.2763832293848	0.992129013883944	1.83444297383508	322.058823529412	320.147360734591	0.996981132075472	5300	ADAL3
901	6.07004634699369	0.995630473478106	1.78438793450055	1093.37426900585	1101.02781879927	0.951509433962264	5300	ADALmet1
199	5.00924848149614	0.992011605553578	1.89267334769706	199	199.212908080813	0.999811320754717	5300	ADALmet2
55	2.75842677726419	0.88444079743681	1.37668950883812	56	55.5296443076681	0.999622641509434	5300	ADUP1
93	2.84567151396871	0.881013670345319	1.25564657467189	94	94.2321351760023	0.999245283018868	5300	ADUP3
50	2.16992838973774	0.783439444642221	1.10936381852911	50.3333333333333	50.6736103416436	0.999622641509434	5300	ADUPmet1
45	2.09894475179542	0.772320754716981	1.10277428452663	45	45.2102023294617	0.999811320754717	5300	ADUPmet2
166	4.67191613389306	0.987450907796369	1.8278275799227	166	166.167808219178	0.999811320754717	5300	KUAL1
362	5.24347135657798	0.991130295478818	1.77996877206306	385.375	375.181815112212	0.993584905660377	5300	KUAL2
253	4.99833981400746	0.989920256318975	1.80661051393181	256	255.453646787147	0.998301886792453	5300	KUAL3
338	5.20880666221075	0.991109433962264	1.78903163591798	347.677419354839	347.583468120466	0.995283018867924	5300	KUALmet1
310	5.18742930682407	0.991581701673193	1.80854665044614	321	318.396193303104	0.995849056603774	5300	KUALmet2
245	4.68940923525284	0.982807547169811	1.7048497110222	255.058823529412	252.447152776155	0.996415094339623	5300	KUALmet3
275	4.67265368575573	0.978186329654681	1.66382200894636	281.652173913043	281.53976831863	0.996603773584906	5300	KUUP1
154	4.42491293104251	0.980561765752937	1.75698017444999	154.2	154.476876452776	0.999622641509434	5300	KUUP2
128	4.28019959680702	0.976114061943752	1.76429220923669	128	128.167832167832	0.999811320754717	5300	KUUP3
142	4.34806587076736	0.979705019579922	1.7547286538574	142	142	1	5300	KUUPmet2
311	5.2562281869781	0.992027900826446	1.83150446972571	314.9	314.902206974016	0.997636363636364	5500	ADAL3
891	6.08093151771736	0.995746909090909	1.79052507794622	1053.75471698113	1042.0840272551	0.958545454545455	5500	ADALmet1
199	5.00492469127396	0.991942545454545	1.89103966501096	199	199	1	5500	ADALmet2
57	2.74936108499002	0.883593983471074	1.36004265237159	57	57.2555309595382	0.999818181818182	5500	ADUP1
91	2.86201843591215	0.884625719008264	1.26894594335177	94.75	93.3660479481099	0.998909090909091	5500	ADUP3
50	2.17251824849389	0.784709884297521	1.11068786941151	50	50.3094475098186	0.999818181818182	5500	ADUPmet1
45	2.08832332278655	0.770248991735537	1.09719384284712	45	45	1	5500	ADUPmet2
166	4.67092905267122	0.987347504132231	1.8274413969885	166	166.161073825503	0.999818181818182	5500	KUAL1
363	5.18685484499556	0.990389619834711	1.75992547195579	381.59375	377.927871865289	0.993636363636364	5500	KUAL2
251	4.99382669166594	0.989861884297521	1.80757188475869	251.5	251.920532154045	0.999272727272727	5500	KUAL3
334	5.20859674971119	0.990980561983471	1.79262446256467	338.375	338.405340462305	0.997272727272727	5500	KUALmet1
315	5.18507997067761	0.991515305785124	1.80269952114368	323.076923076923	323.563680747922	0.996181818181818	5500	KUALmet2
245	4.70135895595727	0.983256066115702	1.7091940701659	249.789473684211	250.345632885639	0.997454545454545	5500	KUALmet3
271	4.69846920085339	0.979319801652893	1.67739005582734	275.772727272727	275.993151173397	0.997272727272727	5500	KUUP1
154	4.41773237948277	0.980249586776859	1.75412902530227	154	154.239528232103	0.999818181818182	5500	KUUP2
143	4.35374949633105	0.979853223140496	1.75453789940752	143	143	1	5500	KUUPmet2
313	5.27310262408222	0.992202092951677	1.83533455021682	316.3	316.619700002988	0.997894736842105	5700	ADAL3
