measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Alcohol use,Percent,2019,0.159407352,0.221621426,0.104453233
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Alcohol use,Percent,2019,0.109004189,0.158664655,0.071572716
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Alcohol use,Rate,2019,38.46718482,55.33998415,23.49476027
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Alcohol use,Rate,2019,6.461067989,9.519788061,4.159337309
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Drug use,Number,2019,30155.73494,40543.22,21605.03947
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Drug use,Number,2019,17071.94144,23612.69755,11841.02496
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Drug use,Percent,2019,0.050246995,0.067932984,0.037291176
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Drug use,Percent,2019,0.117644245,0.158707291,0.08439065
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Drug use,Rate,2019,12.12317284,16.29913729,8.68563238
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Drug use,Rate,2019,6.97672341,9.649708578,4.839025269
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Metabolic risks,Number,2019,85917.20171,173651.6031,29307.22474
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Metabolic risks,Number,2019,15048.14394,32427.70088,3232.21799
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Metabolic risks,Percent,2019,0.143026931,0.292152991,0.049546344
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Metabolic risks,Percent,2019,0.103735516,0.215986874,0.022958356
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Metabolic risks,Rate,2019,34.54033168,69.81121181,11.78205578
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Metabolic risks,Rate,2019,6.149666018,13.25210145,1.32089786
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High fasting plasma glucose,Number,2019,1509.885295,3852.699997,282.6897903
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High fasting plasma glucose,Number,2019,835.9285557,2143.266896,135.8016398
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.002519126,0.006563282,0.000458175
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.005760688,0.014903269,0.000978095
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High fasting plasma glucose,Rate,2019,0.607002298,1.54885789,0.113646615
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High fasting plasma glucose,Rate,2019,0.341615647,0.875880484,0.055497524
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High body-mass index,Number,2019,84545.29275,173342.0513,28189.73373
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High body-mass index,Number,2019,14266.54053,31541.69765,2507.501467
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High body-mass index,Percent,2019,0.140737825,0.288275947,0.047974848
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High body-mass index,Percent,2019,0.098349071,0.211316044,0.016889662
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,High body-mass index,Rate,2019,33.98879846,69.68676618,11.33280337
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,High body-mass index,Rate,2019,5.830251214,12.89002198,1.024730799
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,All risk factors,Number,2019,254062.6163,341683.8601,175923.9237
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,All risk factors,Number,2019,45840.7446,61420.31704,32699.26012
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,All risk factors,Percent,2019,0.422883133,0.540792372,0.307975502
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,All risk factors,Percent,2019,0.316002105,0.405671192,0.233907062
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,All risk factors,Rate,2019,102.1379521,137.3633408,70.72472745
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,All risk factors,Rate,2019,18.73355746,25.10040028,13.3630785
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Behavioral risks,Number,2019,197412.5781,274567.3911,130583.134
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Behavioral risks,Number,2019,34650.46968,44086.14864,26216.52173
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Behavioral risks,Percent,2019,0.328588298,0.428270397,0.225157404
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Behavioral risks,Percent,2019,0.238873486,0.29454865,0.184064711
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Liver cancer,Behavioral risks,Rate,2019,79.36357082,110.3812574,52.49687689
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Liver cancer,Behavioral risks,Rate,2019,14.16047166,18.01651361,10.71380321
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Tobacco,Number,2019,174836.3584,292462.7187,54697.59214
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Tobacco,Number,2019,5494.530709,10022.22271,1121.547815
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Tobacco,Percent,2019,0.196407402,0.317247801,0.06210958
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Tobacco,Percent,2019,0.025600633,0.046628854,0.005189166
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Tobacco,Rate,2019,73.34594602,122.6916128,22.94629491
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Tobacco,Rate,2019,2.333839193,4.257007087,0.476385043
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Smoking,Number,2019,174836.3584,292462.7187,54697.59214
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Smoking,Number,2019,5494.530709,10022.22271,1121.547815
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Smoking,Percent,2019,0.196407402,0.317247801,0.06210958
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Smoking,Percent,2019,0.025600633,0.046628854,0.005189166
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Smoking,Rate,2019,73.34594602,122.6916128,22.94629491
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Smoking,Rate,2019,2.333839193,4.257007087,0.476385043
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Alcohol use,Number,2019,155229.547,217756.6886,101747.5845
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Alcohol use,Number,2019,26481.20349,41173.7086,15696.67516
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Alcohol use,Percent,2019,0.174864633,0.239687901,0.116332192
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Alcohol use,Percent,2019,0.122959961,0.185204127,0.074980759
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Alcohol use,Rate,2019,65.12065384,91.35153851,42.68433013
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Alcohol use,Rate,2019,11.24807083,17.48881205,6.667269261
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Drug use,Number,2019,58811.35693,81391.25924,41379.00731
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Drug use,Number,2019,33439.10744,46545.65303,23137.28471
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Drug use,Percent,2019,0.066215585,0.090578139,0.047865216
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Drug use,Percent,2019,0.15513942,0.205538624,0.110835778
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Drug use,Rate,2019,24.6720685,34.14460792,17.35898908
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Drug use,Rate,2019,14.20348773,19.77058189,9.827718645
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Metabolic risks,Number,2019,131931.5873,263234.3333,44850.85924
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Metabolic risks,Number,2019,24067.00862,50203.35313,5450.097831
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Metabolic risks,Percent,2019,0.14860014,0.298007649,0.049853306
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Metabolic risks,Percent,2019,0.111722341,0.229151564,0.025653526
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Metabolic risks,Rate,2019,55.34688078,110.4299551,18.81547254
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Metabolic risks,Rate,2019,10.22262518,21.32421482,2.314966027
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High fasting plasma glucose,Number,2019,2939.764249,7427.872121,534.88669
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High fasting plasma glucose,Number,2019,1672.026353,4287.401774,279.6980277
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.003311313,0.008329918,0.00058575
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.007766172,0.019838798,0.001342045
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High fasting plasma glucose,Rate,2019,1.233266306,3.116081304,0.224391372
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High fasting plasma glucose,Rate,2019,0.710204537,1.821102989,0.118803635
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High body-mass index,Number,2019,129255.2268,260807.4066,42087.22632
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High body-mass index,Number,2019,22504.94178,49169.30099,3903.971223
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High body-mass index,Percent,2019,0.145585964,0.296121043,0.049261755
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High body-mass index,Percent,2019,0.104467032,0.223739661,0.018800434
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,High body-mass index,Rate,2019,54.2241155,109.4118303,17.65609544
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,High body-mass index,Rate,2019,9.559126695,20.88499416,1.658238261
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,All risk factors,Number,2019,425897.5243,553554.0388,303449.1908
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,All risk factors,Number,2019,79842.30449,102342.609,60361.55659
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,All risk factors,Percent,2019,0.479168899,0.587884615,0.370196978
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,All risk factors,Percent,2019,0.370608353,0.459779353,0.289756736
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,All risk factors,Rate,2019,178.6691116,232.2225481,127.3005694
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,All risk factors,Rate,2019,33.91356048,43.47071748,25.63898065
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Behavioral risks,Number,2019,347380.9083,462137.953,240456.5655
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Behavioral risks,Number,2019,63178.09796,80819.93989,47674.39805
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Behavioral risks,Percent,2019,0.390783225,0.496217296,0.287375427
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Behavioral risks,Percent,2019,0.293275048,0.357078175,0.228778704
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Liver cancer,Behavioral risks,Rate,2019,145.7304509,193.8724054,100.8744087
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Liver cancer,Behavioral risks,Rate,2019,26.83532571,34.32881775,20.25002399
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Tobacco,Number,2019,268254.3755,416560.9271,121334.2093
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Tobacco,Number,2019,12381.52832,21180.65151,3770.855764
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Tobacco,Percent,2019,0.227691888,0.342296826,0.1024405
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Tobacco,Percent,2019,0.037629561,0.064700467,0.012074477
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Tobacco,Rate,2019,123.2866189,191.4466006,55.76380401
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Tobacco,Rate,2019,5.647712274,9.66134571,1.720038741
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Smoking,Number,2019,268254.3755,416560.9271,121334.2093
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Smoking,Number,2019,12381.52832,21180.65151,3770.855764
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Smoking,Percent,2019,0.227691888,0.342296826,0.1024405
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Smoking,Percent,2019,0.037629561,0.064700467,0.012074477
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Smoking,Rate,2019,123.2866189,191.4466006,55.76380401
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Smoking,Rate,2019,5.647712274,9.66134571,1.720038741
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Alcohol use,Number,2019,227559.166,310282.6308,156792.9264
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Alcohol use,Number,2019,43623.95824,65706.56988,27433.01642
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Alcohol use,Percent,2019,0.193782895,0.259706714,0.134657204
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Alcohol use,Percent,2019,0.132163618,0.194070645,0.084747367
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Alcohol use,Rate,2019,104.5835697,142.6023206,72.06022169
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Alcohol use,Rate,2019,19.89863917,29.97140512,12.51330042
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Drug use,Number,2019,103222.3962,137676.4672,74742.83371
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Drug use,Number,2019,62275.14083,82080.86157,45486.31102
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Drug use,Percent,2019,0.087841384,0.115855716,0.065378648
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Drug use,Percent,2019,0.188671785,0.241707478,0.140756778
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Drug use,Rate,2019,47.43982347,63.27451737,34.35094484
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Drug use,Rate,2019,28.40619253,37.4403771,20.74813306
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Metabolic risks,Number,2019,184689.5803,365073.3814,65325.95606
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Metabolic risks,Number,2019,39983.57861,83751.27107,9195.651937
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Metabolic risks,Percent,2019,0.157186007,0.309690456,0.055007403
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Metabolic risks,Percent,2019,0.12109185,0.244341953,0.028707735
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Metabolic risks,Rate,2019,84.88120225,167.783518,30.02305642
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Metabolic risks,Rate,2019,18.23811584,38.20231796,4.194506121
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High fasting plasma glucose,Number,2019,5054.278024,12406.84702,975.5147606
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High fasting plasma glucose,Number,2019,3292.526746,8094.833204,541.4996137
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.004309124,0.010524068,0.000776643
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.009968578,0.024814413,0.001689871
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High fasting plasma glucose,Rate,2019,2.322887921,5.702043881,0.44833534
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High fasting plasma glucose,Rate,2019,1.501853667,3.692378491,0.246999719
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High body-mass index,Number,2019,180089.2875,363932.1957,60101.96359
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High body-mass index,Number,2019,36908.92151,80177.14261,6422.365081
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High body-mass index,Percent,2019,0.153264146,0.306645053,0.053559675
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High body-mass index,Percent,2019,0.111782883,0.235785124,0.020034388
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,High body-mass index,Rate,2019,82.76696071,167.2590423,27.62216969
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,High body-mass index,Rate,2019,16.83564126,36.57201444,2.929498618
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,All risk factors,Number,2019,623683.2702,787004.259,479817.6178
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,All risk factors,Number,2019,138780.7078,174399.0658,106891.0884
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,All risk factors,Percent,2019,0.530314934,0.628037985,0.424979048
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,All risk factors,Percent,2019,0.42045409,0.507526517,0.340407471
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,All risk factors,Rate,2019,286.637642,361.698086,220.5186464
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,All risk factors,Rate,2019,63.30345387,79.55041728,48.75731788
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Behavioral risks,Number,2019,525485.175,670349.0386,400365.1362
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Behavioral risks,Number,2019,112911.4873,140790.4415,88607.64422
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Behavioral risks,Percent,2019,0.446784537,0.54135625,0.344149556
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Behavioral risks,Percent,2019,0.342137604,0.412955688,0.276634952
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Liver cancer,Behavioral risks,Rate,2019,241.5069294,308.0846913,184.0032018
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Liver cancer,Behavioral risks,Rate,2019,51.50346357,64.22017413,40.41750477
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Tobacco,Number,2019,306060.0472,456179.3627,150967.7964
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Tobacco,Number,2019,18895.36154,30084.75744,7930.772267
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Tobacco,Percent,2019,0.243521427,0.355289483,0.120200125
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Tobacco,Percent,2019,0.048529375,0.079989884,0.020499868
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Tobacco,Rate,2019,167.4636025,249.6027827,82.60343445
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Tobacco,Rate,2019,10.03735781,15.98124886,4.212885728
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Smoking,Number,2019,306060.0472,456179.3627,150967.7964
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Smoking,Number,2019,18895.36154,30084.75744,7930.772267
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Smoking,Percent,2019,0.243521427,0.355289483,0.120200125
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Smoking,Percent,2019,0.048529375,0.079989884,0.020499868
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Smoking,Rate,2019,167.4636025,249.6027827,82.60343445
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Smoking,Rate,2019,10.03735781,15.98124886,4.212885728
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Alcohol use,Number,2019,276740.4363,359580.1928,201762.8814
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Alcohol use,Number,2019,53432.57248,77224.62419,33996.71526
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Alcohol use,Percent,2019,0.220751452,0.285462115,0.161858558
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Alcohol use,Percent,2019,0.136736513,0.194643878,0.089108345
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Alcohol use,Rate,2019,151.4211045,196.7476481,110.3964378
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Alcohol use,Rate,2019,28.38378338,41.02229974,18.05931021
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Drug use,Number,2019,141854.9172,190722.5963,102910.1002
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Drug use,Number,2019,84548.62811,110595.1702,60550.78205
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Drug use,Percent,2019,0.113104113,0.150839746,0.083494041
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Drug use,Percent,2019,0.216592482,0.279703145,0.159665167
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Drug use,Rate,2019,77.6172378,104.3556431,56.30821882
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Drug use,Rate,2019,44.91286558,58.74898415,32.1650297
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Metabolic risks,Number,2019,205947.1445,396593.8483,73125.68655
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Metabolic risks,Number,2019,49589.31651,100791.8242,11794.72345
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Metabolic risks,Percent,2019,0.164111087,0.316438673,0.059120473
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Metabolic risks,Percent,2019,0.126947062,0.252498731,0.03083209
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Metabolic risks,Rate,2019,112.6858963,217.0000141,40.01139977
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Metabolic risks,Rate,2019,26.34221697,53.54137319,6.265445588
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High fasting plasma glucose,Number,2019,7041.899128,16779.88833,1337.966564
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High fasting plasma glucose,Number,2019,4672.686619,11605.90018,832.117998
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.005619582,0.013421842,0.001048251
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.011962819,0.030180793,0.002120042
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High fasting plasma glucose,Rate,2019,3.853040627,9.18127202,0.732080854
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High fasting plasma glucose,Rate,2019,2.482166189,6.165141248,0.442027323
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High body-mass index,Number,2019,199524.0792,389159.986,67176.57659
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High body-mass index,Number,2019,45216.82561,96016.9916,8182.374648
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High body-mass index,Percent,2019,0.158985341,0.313894653,0.053638207
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High body-mass index,Percent,2019,0.115752467,0.238964018,0.019965742
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,High body-mass index,Rate,2019,109.1714563,212.9325071,36.7562889
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,High body-mass index,Rate,2019,24.019517,51.0049463,4.346538801
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,All risk factors,Number,2019,722107.645,878831.0758,570926.7179
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,All risk factors,Number,2019,178028.9169,221365.9285,139042.1609
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,All risk factors,Percent,2019,0.57528521,0.664744471,0.468523671
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,All risk factors,Percent,2019,0.455893076,0.540673917,0.370753088
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,All risk factors,Rate,2019,395.1079166,480.8605999,312.3878657
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,All risk factors,Rate,2019,94.57029632,117.591242,73.86023903
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Behavioral risks,Number,2019,625012.2577,764156.772,496169.4703
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Behavioral risks,Number,2019,147973.9002,179543.0381,115696.8038
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Behavioral risks,Percent,2019,0.497976754,0.585624741,0.400432032
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Behavioral risks,Percent,2019,0.378980904,0.442713264,0.308939195
